"campaignid","caab_code","number","opcode","latitude_dd","longitude_dd","date_time","site","location","status","depth_m","successful_count","successful_length","zone","marine_region","observer_count","observer_length","level_1","level_2","level_3","level_4","level_5"
"SCI3304-2025","82003001",0,"SF20",-35.0686,117.8907833,"2025-04-24T14:16:00+08:00","Salmon Farm","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Caelan McCuaig","Erika Teng Gui","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",0,"SF20",-35.0686,117.8907833,"2025-04-24T14:16:00+08:00","Salmon Farm","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Caelan McCuaig","Erika Teng Gui","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",6,"SF20",-35.0686,117.8907833,"2025-04-24T14:16:00+08:00","Salmon Farm","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Caelan McCuaig","Erika Teng Gui","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"SF20",-35.0686,117.8907833,"2025-04-24T14:16:00+08:00","Salmon Farm","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Caelan McCuaig","Erika Teng Gui","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"SF3",-35.0338,117.8744333,"2025-04-23T13:21:00+08:00","Salmon Farm","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Riho Takishima","Evan Setiawan","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",1,"SF3",-35.0338,117.8744333,"2025-04-23T13:21:00+08:00","Salmon Farm","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Riho Takishima","Evan Setiawan","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",9,"SF3",-35.0338,117.8744333,"2025-04-23T13:21:00+08:00","Salmon Farm","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Riho Takishima","Evan Setiawan","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"SF3",-35.0338,117.8744333,"2025-04-23T13:21:00+08:00","Salmon Farm","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Riho Takishima","Evan Setiawan","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"SF4",-35.0341,117.8762833,"2025-04-23T13:33:00+08:00","Salmon Farm","Prince Harbour","fished","4.3","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",0,"SF4",-35.0341,117.8762833,"2025-04-23T13:33:00+08:00","Salmon Farm","Prince Harbour","fished","4.3","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",10,"SF4",-35.0341,117.8762833,"2025-04-23T13:33:00+08:00","Salmon Farm","Prince Harbour","fished","4.3","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"SF4",-35.0341,117.8762833,"2025-04-23T13:33:00+08:00","Salmon Farm","Prince Harbour","fished","4.3","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"SF5",-35.034,117.8777333,"2025-04-23T13:44:00+08:00","Salmon Farm","Prince Harbour","fished","4.7","Yes","Yes","NA","South-west","Riho Takishima","Erika Teng Gui","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",4,"SF5",-35.034,117.8777333,"2025-04-23T13:44:00+08:00","Salmon Farm","Prince Harbour","fished","4.7","Yes","Yes","NA","South-west","Riho Takishima","Erika Teng Gui","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",5,"SF5",-35.034,117.8777333,"2025-04-23T13:44:00+08:00","Salmon Farm","Prince Harbour","fished","4.7","Yes","Yes","NA","South-west","Riho Takishima","Erika Teng Gui","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"SF5",-35.034,117.8777333,"2025-04-23T13:44:00+08:00","Salmon Farm","Prince Harbour","fished","4.7","Yes","Yes","NA","South-west","Riho Takishima","Erika Teng Gui","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"SF8",-35.0412,117.88161,"2025-04-23T14:25:00+08:00","Salmon Farm","Prince Harbour","fished","4","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",1,"SF8",-35.0412,117.88161,"2025-04-23T14:25:00+08:00","Salmon Farm","Prince Harbour","fished","4","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",9,"SF8",-35.0412,117.88161,"2025-04-23T14:25:00+08:00","Salmon Farm","Prince Harbour","fished","4","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"SF8",-35.0412,117.88161,"2025-04-23T14:25:00+08:00","Salmon Farm","Prince Harbour","fished","4","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"SF9",-35.0422,117.8795167,"2025-04-23T14:36:00+08:00","Salmon Farm","Prince Harbour","fished","4.4","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",4,"SF9",-35.0422,117.8795167,"2025-04-23T14:36:00+08:00","Salmon Farm","Prince Harbour","fished","4.4","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",6,"SF9",-35.0422,117.8795167,"2025-04-23T14:36:00+08:00","Salmon Farm","Prince Harbour","fished","4.4","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"SF9",-35.0422,117.8795167,"2025-04-23T14:36:00+08:00","Salmon Farm","Prince Harbour","fished","4.4","Yes","Yes","NA","South-west","Riho Takishima","Darren Yap","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC1",-35.0545,117.8709833,"2025-04-25T10:35:00+08:00","Yacht Club","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",0,"YC1",-35.0545,117.8709833,"2025-04-25T10:35:00+08:00","Yacht Club","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",3,"YC1",-35.0545,117.8709833,"2025-04-25T10:35:00+08:00","Yacht Club","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",10,"YC1",-35.0545,117.8709833,"2025-04-25T10:35:00+08:00","Yacht Club","Prince Harbour","fished","1.3","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC10",-35.0593,117.8742333,"2025-04-25T11:38:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","Erika Teng Gui","NIL","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",6,"YC10",-35.0593,117.8742333,"2025-04-25T11:38:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","Erika Teng Gui","NIL","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",4,"YC10",-35.0593,117.8742333,"2025-04-25T11:38:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","Erika Teng Gui","NIL","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"YC10",-35.0593,117.8742333,"2025-04-25T11:38:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","Erika Teng Gui","NIL","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC11",-35.0612,117.8747833,"2025-04-25T12:01:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",5,"YC11",-35.0612,117.8747833,"2025-04-25T12:01:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",5,"YC11",-35.0612,117.8747833,"2025-04-25T12:01:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"YC11",-35.0612,117.8747833,"2025-04-25T12:01:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC12",-35.0607,117.8736833,"2025-04-25T11:58:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",1,"YC12",-35.0607,117.8736833,"2025-04-25T11:58:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",3,"YC12",-35.0607,117.8736833,"2025-04-25T11:58:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",8,"YC12",-35.0607,117.8736833,"2025-04-25T11:58:00+08:00","Yacht Club","Prince Harbour","fished","1","Yes","Yes","NA","South-west","Erika Teng Gui","Darren Yap","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",7,"YC13",-35.0596,117.87595,"2025-04-25T12:12:00+08:00","Yacht Club","Prince Harbour","fished","2.1","Yes","Yes","NA","South-west","Evan Setiawan","Khai Siang Tan","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",3,"YC13",-35.0596,117.87595,"2025-04-25T12:12:00+08:00","Yacht Club","Prince Harbour","fished","2.1","Yes","Yes","NA","South-west","Evan Setiawan","Khai Siang Tan","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",0,"YC13",-35.0596,117.87595,"2025-04-25T12:12:00+08:00","Yacht Club","Prince Harbour","fished","2.1","Yes","Yes","NA","South-west","Evan Setiawan","Khai Siang Tan","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"YC13",-35.0596,117.87595,"2025-04-25T12:12:00+08:00","Yacht Club","Prince Harbour","fished","2.1","Yes","Yes","NA","South-west","Evan Setiawan","Khai Siang Tan","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",2,"YC14",-35.0603,117.8773,"2025-04-25T12:14:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Darren Yap","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",8,"YC14",-35.0603,117.8773,"2025-04-25T12:14:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Darren Yap","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",0,"YC14",-35.0603,117.8773,"2025-04-25T12:14:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Darren Yap","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"YC14",-35.0603,117.8773,"2025-04-25T12:14:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Darren Yap","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC2",-35.0543,117.8723167,"2025-04-25T10:38:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",2,"YC2",-35.0543,117.8723167,"2025-04-25T10:38:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",3,"YC2",-35.0543,117.8723167,"2025-04-25T10:38:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",7,"YC2",-35.0543,117.8723167,"2025-04-25T10:38:00+08:00","Yacht Club","Prince Harbour","fished","1.2","Yes","Yes","NA","South-west","Evan Setiawan","Erika Teng Gui","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC3",-35.0554,117.8734167,"2025-04-25T10:52:00+08:00","Yacht Club","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",6,"YC3",-35.0554,117.8734167,"2025-04-25T10:52:00+08:00","Yacht Club","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",4,"YC3",-35.0554,117.8734167,"2025-04-25T10:52:00+08:00","Yacht Club","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"YC3",-35.0554,117.8734167,"2025-04-25T10:52:00+08:00","Yacht Club","Prince Harbour","fished","2.2","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC4",-35.0556,117.87195,"2025-04-25T10:48:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",0,"YC4",-35.0556,117.87195,"2025-04-25T10:48:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",4,"YC4",-35.0556,117.87195,"2025-04-25T10:48:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",6,"YC4",-35.0556,117.87195,"2025-04-25T10:48:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC5",-35.0569,117.8722333,"2025-04-25T11:06:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",4,"YC5",-35.0569,117.8722333,"2025-04-25T11:06:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",3,"YC5",-35.0569,117.8722333,"2025-04-25T11:06:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",3,"YC5",-35.0569,117.8722333,"2025-04-25T11:06:00+08:00","Yacht Club","Prince Harbour","fished","1.8","Yes","Yes","NA","South-west","Darren Yap","Evan Setiawan","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC6",-35.0566,117.8739,"2025-04-25T11:08:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","James Wijaya","Erika Teng Gui","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",0,"YC6",-35.0566,117.8739,"2025-04-25T11:08:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","James Wijaya","Erika Teng Gui","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",1,"YC6",-35.0566,117.8739,"2025-04-25T11:08:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","James Wijaya","Erika Teng Gui","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",9,"YC6",-35.0566,117.8739,"2025-04-25T11:08:00+08:00","Yacht Club","Prince Harbour","fished","1.6","Yes","Yes","NA","South-west","James Wijaya","Erika Teng Gui","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",3,"YC7",-35.0582,117.8738333,"2025-04-25T11:22:00+08:00","Yacht Club","Prince Harbour","fished","1.7","Yes","Yes","NA","South-west","Darren Yap","Khai Siang Tan","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",7,"YC7",-35.0582,117.8738333,"2025-04-25T11:22:00+08:00","Yacht Club","Prince Harbour","fished","1.7","Yes","Yes","NA","South-west","Darren Yap","Khai Siang Tan","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",0,"YC7",-35.0582,117.8738333,"2025-04-25T11:22:00+08:00","Yacht Club","Prince Harbour","fished","1.7","Yes","Yes","NA","South-west","Darren Yap","Khai Siang Tan","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",0,"YC7",-35.0582,117.8738333,"2025-04-25T11:22:00+08:00","Yacht Club","Prince Harbour","fished","1.7","Yes","Yes","NA","South-west","Darren Yap","Khai Siang Tan","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC8",-35.0584,117.8724667,"2025-04-25T11:20:00+08:00","Yacht Club","Prince Harbour","fished","1.5","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",0,"YC8",-35.0584,117.8724667,"2025-04-25T11:20:00+08:00","Yacht Club","Prince Harbour","fished","1.5","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",0,"YC8",-35.0584,117.8724667,"2025-04-25T11:20:00+08:00","Yacht Club","Prince Harbour","fished","1.5","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",10,"YC8",-35.0584,117.8724667,"2025-04-25T11:20:00+08:00","Yacht Club","Prince Harbour","fished","1.5","Yes","Yes","NA","South-west","Erika Teng Gui","Evan Setiawan","Physical","Relief","High","High (>3m)","3"
"SCI3304-2025","82003001",0,"YC9",-35.0592,117.8724,"2025-04-25T11:35:00+08:00","Yacht Club","Prince Harbour","fished","1.1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Relief","Flat",NA,"0"
"SCI3304-2025","82003003",0,"YC9",-35.0592,117.8724,"2025-04-25T11:35:00+08:00","Yacht Club","Prince Harbour","fished","1.1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Relief","Low / moderate","Low (<1m)","1"
"SCI3304-2025","82003004",0,"YC9",-35.0592,117.8724,"2025-04-25T11:35:00+08:00","Yacht Club","Prince Harbour","fished","1.1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Relief","Low / moderate","Moderate (1-3m)","2"
"SCI3304-2025","82003006",10,"YC9",-35.0592,117.8724,"2025-04-25T11:35:00+08:00","Yacht Club","Prince Harbour","fished","1.1","Yes","Yes","NA","South-west","Darren Yap","Erika Teng Gui","Physical","Relief","High","High (>3m)","3"
